Disease,Question,medical_specialty,severity
Viêm Xoang Bướm,"Tôi đang bị đau đầu, sưng mắt, sốt, nhìn mờ, liệt mặt, co giật và hôn mê. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Cấp Tính,"Tôi hiện đang có các triệu chứng như chảy mủ mũi, nghẹt mũi và đau nhức vùng chữ T. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Cấp Tính,"Tôi đang cảm thấy đau đầu, sốt và chảy nước mũi màu vàng xanh. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Cấp Tính,"Tôi hay bị nghẹt mũi, chảy nước mũi và đau nhức mặt sau khi bị cảm lạnh. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Cấp Tính,"Tôi đang bị giảm khứu giác, đau tai và ho. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Cấp Tính,"Tôi hiện đang có triệu chứng đau nhức răng, hôi miệng và mệt mỏi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Cấp Tính,"Tôi cảm thấy đau đầu, sốt cao và chảy mủ mũi kéo dài. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Cấp Tính,"Tôi hay bị nghẹt mũi, chảy nước mũi và đau nhức mặt sau khi tiếp xúc với bụi bẩn. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Cấp Tính,"Tôi đang bị đau đầu, sưng mắt và sốt. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Cấp Tính,"Tôi hiện đang có triệu chứng đau nhức răng, hôi miệng và chảy máu cam. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Cấp Tính,"Tôi cảm thấy đau đầu, sốt cao, chảy mủ mũi kéo dài và co giật. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Cấp Tính,"Tôi hay bị nghẹt mũi, chảy nước mũi và đau nhức mặt sau khi sử dụng nước hoa. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Cấp Tính,"Tôi đang bị đau đầu, sưng mắt, sốt và nhìn mờ. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Cấp Tính,"Tôi hiện đang có triệu chứng đau nhức răng, hôi miệng, chảy máu cam và khó thở. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Cấp Tính,"Tôi cảm thấy đau đầu, sốt cao, chảy mủ mũi kéo dài, co giật và lơ mơ. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Cấp Tính,"Tôi hay bị nghẹt mũi, chảy nước mũi và đau nhức mặt sau khi ăn hải sản. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Cấp Tính,"Tôi đang bị đau đầu, sưng mắt, sốt, nhìn mờ và liệt mặt. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Cấp Tính,"Tôi hiện đang có triệu chứng đau nhức răng, hôi miệng, chảy máu cam, khó thở và đau ngực. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Cấp Tính,"Tôi cảm thấy đau đầu, sốt cao, chảy mủ mũi kéo dài, co giật, lơ mơ và hôn mê. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Cấp Tính,"Tôi hay bị nghẹt mũi, chảy nước mũi, đau nhức mặt, hắt hơi và ngứa mũi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Cấp Tính,"Tôi đang bị đau đầu, sưng mắt, sốt, nhìn mờ, liệt mặt và co giật. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Do Nấm,"Tôi hiện đang có các triệu chứng như nghẹt mũi, chảy nước mũi và suy giảm khứu giác. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Do Nấm,"Tôi đang cảm thấy đau, nhức và áp lực ở vùng xoang. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Do Nấm,"Tôi hay bị nghẹt mũi, chảy nước mũi và có mùi hôi trong mũi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Do Nấm,"Tôi bị dị ứng và hiện đang bị nghẹt mũi, chảy nước mũi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Do Nấm,"Tôi thường xuyên tiếp xúc với khói bụi, hóa chất và hiện đang bị đau nhức vùng xoang. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Do Nấm,"Tôi sống ở vùng khí hậu nóng ẩm và hiện đang bị nghẹt mũi, chảy nước mũi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Do Nấm,"Tôi bị suy giảm miễn dịch và hiện đang bị đau nhức vùng xoang, chảy nước mũi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Do Nấm,"Tôi bị ung thư và hiện đang bị đau nhức vùng xoang, chảy nước mũi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Do Nấm,"Tôi đang điều trị hóa chất và hiện đang bị nghẹt mũi, chảy nước mũi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Do Nấm,"Tôi bị đái tháo đường và hiện đang bị đau nhức vùng xoang, chảy nước mũi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Do Nấm,"Tôi bị lồi mắt và hiện đang bị đau nhức vùng xoang, chảy nước mũi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Do Nấm,"Tôi bị thay đổi màu da và hiện đang bị nghẹt mũi, chảy nước mũi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Do Nấm,Tôi bị tê bì da mặt và hiện đang bị đau nhức vùng xoang. Tôi có thể đang bị bệnh gì?,ENT,
Viêm Xoang Do Nấm,Tôi bị căng tức ở mặt và hốc mắt. Tôi có thể đang bị bệnh gì?,ENT,
Viêm Xoang Do Nấm,Tôi bị giảm thị lực và hiện đang bị đau nhức vùng xoang. Tôi có thể đang bị bệnh gì?,ENT,
Viêm Xoang Do Nấm,"Tôi bị mù lòa và hiện đang bị nghẹt mũi, chảy nước mũi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Do Nấm,"Tôi bị đau nhức vùng xoang, chảy nước mũi và có polyp mũi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Do Nấm,"Tôi bị đau nhức vùng xoang, chảy nước mũi và bị viêm xoang mạn tính. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Do Nấm,"Tôi bị đau nhức vùng xoang, chảy nước mũi và bị viêm mũi dị ứng. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Do Nấm,"Tôi bị đau nhức vùng xoang, chảy nước mũi và bị dị hình giải phẫu mũi xoang. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Hàm,"Tôi hiện đang có các triệu chứng như đau nhức vùng mặt, đau đầu và nghẹt mũi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Hàm,"Tôi đang cảm thấy đau vùng hốc mắt, hai bên thái dương và chảy nước mũi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Hàm,"Tôi hay bị đau nhức mặt, nghẹt mũi và chảy dịch mũi có màu xanh. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Hàm,"Tôi bị sâu răng và hiện đang đau nhức vùng mặt, chảy dịch mũi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Hàm,"Tôi bị viêm nhiễm răng miệng và hiện đang đau nhức vùng mặt, chảy dịch mũi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Hàm,"Tôi vừa nhổ răng và hiện đang đau nhức vùng mặt, chảy nước mũi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Hàm,Tôi từng phẫu thuật khoang miệng và hiện đang đau nhức vùng mặt. Tôi có thể đang bị bệnh gì?,ENT,
Viêm Xoang Hàm,"Tôi bị viêm mũi dị ứng và hiện đang đau nhức vùng mặt, chảy nước mũi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Hàm,"Tôi từng bị viêm xoang hàm và hiện đang đau nhức vùng mặt, nghẹt mũi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Hàm,"Tôi bị lệch cấu trúc xoang hàm và hiện đang đau nhức vùng mặt, chảy nước mũi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Hàm,Tôi bị đau nhức vùng mặt nhiều vào buổi sáng và buổi trưa. Tôi có thể đang bị bệnh gì?,ENT,
Viêm Xoang Hàm,"Tôi bị đau nhức vùng mặt khi cúi đầu, gập người. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Hàm,Tôi bị đau nhức vùng mặt khi vận động mạnh. Tôi có thể đang bị bệnh gì?,ENT,
Viêm Xoang Hàm,"Tôi bị đau nhức vùng mặt khi ấn vào vùng mắt, hố răng. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Hàm,"Tôi bị chảy nước mũi loãng, sau đó đặc dần và chuyển sang màu vàng. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Hàm,Tôi bị chảy nước mũi có mủ và mùi hôi. Tôi có thể đang bị bệnh gì?,ENT,
Viêm Xoang Hàm,"Tôi bị đau nhức mặt, nghẹt mũi và chảy nước mũi kéo dài hơn 6 tuần. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Hàm,"Tôi bị đau nhức vùng mặt, chảy dịch mũi và có mùi hôi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Hàm,"Tôi bị đau âm ỉ kéo dài, tăng dần đến mức dữ dội ở hai bên má. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Hàm,"Tôi bị đau nhức vùng mặt, nghẹt mũi và tiết ra dịch mũi có màu xanh. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Mũi Dị Ứng,"Tôi hiện đang có các triệu chứng như ngứa mũi, hắt xì liên tục và chảy nước mũi trong. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Mũi Dị Ứng,"Tôi đang cảm thấy ngứa mắt, chảy nước mắt và nghẹt mũi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Mũi Dị Ứng,"Tôi hay bị ngứa họng, ho và khạc đờm trong. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Mũi Dị Ứng,"Tôi bị dị ứng phấn hoa và hiện đang hắt xì, chảy nước mũi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Mũi Dị Ứng,"Tôi bị dị ứng lông động vật và hiện đang ngứa mũi, ngứa mắt. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Mũi Dị Ứng,"Tôi bị dị ứng bụi mịn và hiện đang bị nghẹt mũi, chảy nước mũi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Mũi Dị Ứng,"Tôi bị dị ứng hóa mỹ phẩm và hiện đang bị ngứa mũi, hắt xì. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Mũi Dị Ứng,"Tôi bị dị ứng nấm mốc và hiện đang bị nghẹt mũi, chảy nước mũi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Mũi Dị Ứng,"Tôi bị ngứa mũi, chảy nước mũi và nhức đầu khi thời tiết thay đổi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Mũi Dị Ứng,"Tôi bị ngứa mắt, đỏ mắt và hắt hơi liên tục khi thời tiết thay đổi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Mũi Dị Ứng,"Tôi bị chảy nước mũi, dịch nhầy trong và mệt mỏi khi thời tiết thay đổi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Mũi Dị Ứng,"Tôi bị sổ mũi, hắt hơi khi thức dậy và nghẹt mũi khi trời lạnh. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Mũi Dị Ứng,"Tôi bị chảy nước mũi, dịch nhầy trong và viêm họng. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Mũi Dị Ứng,"Tôi bị chảy nước mũi, dịch nhầy trong và viêm thanh quản. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Mũi Dị Ứng,"Tôi bị ngứa mũi, hắt hơi và chảy nước mũi kéo dài. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Mũi Dị Ứng,"Tôi bị nghẹt mũi, chảy nước mũi và có polyp mũi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Mũi Dị Ứng,"Tôi bị nghẹt mũi, chảy nước mũi và niêm mạc mũi phì đại. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Mũi Dị Ứng,"Tôi bị ngứa mũi, chảy nước mũi và khó thở. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Mũi Dị Ứng,"Tôi bị chảy nước mũi, ngứa mắt và ho. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Mũi Dị Ứng,"Tôi bị nghẹt mũi, chảy nước mũi và giảm khứu giác. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Mạn Tính,"Tôi hiện đang có các triệu chứng như chảy mũi đục, đau nhức vùng hàm mặt và nghẹt mũi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Mạn Tính,"Tôi đang cảm thấy đau đầu, đau tai và ho. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Mạn Tính,"Tôi hay bị mệt mỏi, hôi miệng và đờm trong khạc nhổ. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Mạn Tính,"Tôi bị viêm mũi dị ứng và hiện đang bị chảy nước mũi đục, nghẹt mũi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Mạn Tính,"Tôi bị polyp mũi và hiện đang bị đau nhức vùng mặt, chảy nước mũi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Mạn Tính,"Tôi bị lệch vách ngăn mũi và hiện đang bị đau đầu, nghẹt mũi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Mạn Tính,"Tôi bị suy giảm miễn dịch và hiện đang bị đau nhức vùng mặt, chảy nước mũi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Mạn Tính,"Tôi bị nhiễm nấm và hiện đang bị đau đầu, nghẹt mũi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Mạn Tính,"Tôi bị hen suyễn và hiện đang bị đau nhức vùng mặt, chảy nước mũi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Mạn Tính,"Tôi bị AIDS và hiện đang bị đau đầu, nghẹt mũi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Mạn Tính,"Tôi bị viêm tai giữa và hiện đang bị đau nhức vùng mặt, chảy nước mũi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Mạn Tính,"Tôi bị đau nhức vùng mặt, chảy nước mũi màu xanh lá cây. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Mạn Tính,"Tôi bị đau nhức vùng mặt, chảy nước mũi màu vàng. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Mạn Tính,"Tôi bị nghẹt mũi, khó thở và phải thở bằng miệng. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Mạn Tính,Tôi bị giảm khứu giác và đau nhức vùng hàm mặt. Tôi có thể đang bị bệnh gì?,ENT,
Viêm Xoang Mạn Tính,Tôi bị sốt và đau nhức vùng mặt. Tôi có thể đang bị bệnh gì?,ENT,
Viêm Xoang Mạn Tính,Tôi bị đau nhức vùng mặt kéo dài hơn 12 tuần. Tôi có thể đang bị bệnh gì?,ENT,
Viêm Xoang Mạn Tính,Tôi bị viêm xoang tái phát nhiều lần trong năm. Tôi có thể đang bị bệnh gì?,ENT,
Viêm Xoang Mạn Tính,"Tôi bị đau nhức vùng mặt, chảy nước mũi và trào ngược dạ dày. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Mạn Tính,"Tôi bị đau nhức vùng mặt, chảy nước mũi và có vấn đề về cấu trúc khoang mũi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang sàng,"Tôi hiện đang có các triệu chứng như đau nhức quanh mắt, sốt và nhức đầu. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang sàng,"Tôi đang cảm thấy nghẹt mũi, chảy dịch mũi sau và đau họng. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang sàng,"Tôi hay bị hôi miệng, đau đầu và đau nhức vùng mặt. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang sàng,"Tôi bị dị ứng phấn hoa và hiện đang bị nghẹt mũi, đau nhức vùng mặt. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang sàng,"Tôi bị lệch vách ngăn mũi và hiện đang bị nghẹt mũi, chảy dịch mũi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang sàng,"Tôi bị polyp mũi và hiện đang bị đau nhức vùng mặt, chảy nước mũi đục. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang sàng,"Tôi bị xơ nang và hiện đang bị đau đầu, nghẹt mũi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang sàng,"Tôi bị sarcoidosis và hiện đang bị đau nhức vùng mặt, chảy nước mũi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang sàng,"Tôi bị bệnh u hạt Wegener và hiện đang bị đau đầu, nghẹt mũi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang sàng,"Tôi bị nhiễm trùng răng miệng và hiện đang bị đau nhức vùng mặt, chảy nước mũi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang sàng,"Tôi bị suy giảm miễn dịch và hiện đang bị đau đầu, nghẹt mũi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang sàng,"Tôi hút thuốc lá và hiện đang bị đau nhức vùng mặt, chảy nước mũi đục. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang sàng,"Tôi bị tăng huyết áp và hiện đang bị đau đầu, nghẹt mũi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang sàng,Tôi bị đau giữa hai mắt và nhức đầu phía trước. Tôi có thể đang bị bệnh gì?,ENT,
Viêm Xoang sàng,"Tôi bị đau nhức vùng sau gáy, lan xuống vai. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang sàng,"Tôi bị sưng, đau mắt và nghẹt mũi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang sàng,"Tôi bị đau nhức vùng mặt, đặc biệt khi cúi xuống. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang sàng,"Tôi bị đau đầu, đau tai và ho. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang sàng,"Tôi bị mệt mỏi, hôi miệng và đờm trong khạc nhổ. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang sàng,Tôi bị đau nhức vùng mặt kéo dài hơn 12 tuần. Tôi có thể đang bị bệnh gì?,ENT,
Viêm Xoang Trán,"Tôi hiện đang có các triệu chứng như đau nhức vùng trán, chảy nước mũi và nghẹt mũi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Trán,"Tôi đang cảm thấy đau đầu, sốt và chảy nước mũi màu vàng xanh. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Trán,"Tôi hay bị nghẹt mũi, chảy nước mũi và đau nhức vùng trán sau khi bị cảm lạnh. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Trán,"Tôi đang bị giảm khứu giác, đau họng và ho. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Trán,"Tôi hiện đang có triệu chứng đau nhức vùng trán, mệt mỏi và hôi miệng. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Trán,"Tôi cảm thấy đau đầu, sốt cao và chảy mủ mũi kéo dài. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Trán,"Tôi hay bị nghẹt mũi, chảy nước mũi và đau nhức vùng trán sau khi tiếp xúc với bụi bẩn. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Trán,"Tôi đang bị đau đầu, sưng mắt và sốt. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Trán,"Tôi hiện đang có triệu chứng đau nhức vùng trán, mệt mỏi, hôi miệng và chảy máu cam. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Trán,"Tôi cảm thấy đau đầu, sốt cao, chảy mủ mũi kéo dài và co giật. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Trán,"Tôi hay bị nghẹt mũi, chảy nước mũi và đau nhức vùng trán sau khi sử dụng nước hoa. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Trán,"Tôi đang bị đau đầu, sưng mắt, sốt và nhìn mờ. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Trán,"Tôi hiện đang có triệu chứng đau nhức vùng trán, mệt mỏi, hôi miệng, chảy máu cam và khó thở. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Trán,"Tôi cảm thấy đau đầu, sốt cao, chảy mủ mũi kéo dài, co giật và lơ mơ. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Trán,"Tôi hay bị nghẹt mũi, chảy nước mũi, đau nhức vùng trán, hắt hơi và ngứa mũi. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Trán,"Tôi đang bị đau đầu, sưng mắt, sốt, nhìn mờ và liệt mặt. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Trán,"Tôi hiện đang có triệu chứng đau nhức vùng trán, mệt mỏi, hôi miệng, chảy máu cam, khó thở và đau ngực. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Trán,"Tôi cảm thấy đau đầu, sốt cao, chảy mủ mũi kéo dài, co giật, lơ mơ và hôn mê. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Trán,"Tôi hay bị nghẹt mũi, chảy nước mũi, đau nhức vùng trán, hắt hơi, ngứa mũi và chảy nước mắt. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xoang Trán,"Tôi đang bị đau đầu, sưng mắt, sốt, nhìn mờ, liệt mặt và co giật. Tôi có thể đang bị bệnh gì?",ENT,
Viêm Xung Huyết Hang Vị Dạ Dày,"Tôi hiện đang có các triệu chứng như đau rát vùng thượng vị và ợ hơi, ợ chua. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Viêm Xung Huyết Hang Vị Dạ Dày,"Tôi đang cảm thấy buồn nôn, nôn và đau bụng. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Viêm Xung Huyết Hang Vị Dạ Dày,"Tôi hay bị đau rát vùng thượng vị, ợ hơi, ợ chua sau khi ăn no. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Viêm Xung Huyết Hang Vị Dạ Dày,"Tôi đang bị đau bụng dữ dội, nôn ra máu và đi ngoài phân đen. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Viêm Xung Huyết Hang Vị Dạ Dày,"Tôi hiện đang có triệu chứng đau rát vùng thượng vị, ợ hơi, ợ chua và đầy hơi, khó tiêu. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Viêm Xung Huyết Hang Vị Dạ Dày,"Tôi cảm thấy buồn nôn, nôn, đau bụng và sốt. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Viêm Xung Huyết Hang Vị Dạ Dày,"Tôi hay bị đau rát vùng thượng vị, ợ hơi, ợ chua sau khi uống rượu bia. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Viêm Xung Huyết Hang Vị Dạ Dày,"Tôi đang bị đau bụng dữ dội, nôn ra máu, đi ngoài phân đen và chóng mặt. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Viêm Xung Huyết Hang Vị Dạ Dày,"Tôi hiện đang có triệu chứng đau rát vùng thượng vị, ợ hơi, ợ chua, đầy hơi, khó tiêu và sụt cân. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Viêm Xung Huyết Hang Vị Dạ Dày,"Tôi cảm thấy buồn nôn, nôn, đau bụng, sốt và vàng da. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Viêm Xung Huyết Hang Vị Dạ Dày,"Tôi hay bị đau rát vùng thượng vị, ợ hơi, ợ chua sau khi sử dụng thuốc giảm đau. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Viêm Xung Huyết Hang Vị Dạ Dày,"Tôi đang bị đau bụng dữ dội, nôn ra máu, đi ngoài phân đen, chóng mặt và khó thở. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Viêm Xung Huyết Hang Vị Dạ Dày,"Tôi hiện đang có triệu chứng đau rát vùng thượng vị, ợ hơi, ợ chua, đầy hơi, khó tiêu, sụt cân và thiếu máu. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Viêm Xung Huyết Hang Vị Dạ Dày,"Tôi cảm thấy buồn nôn, nôn, đau bụng, sốt, vàng da và lơ mơ. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Viêm Xung Huyết Hang Vị Dạ Dày,"Tôi hay bị đau rát vùng thượng vị, ợ hơi, ợ chua, kèm theo đau nhức xương khớp. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Viêm Xung Huyết Hang Vị Dạ Dày,"Tôi đang bị đau bụng dữ dội, nôn ra máu, đi ngoài phân đen, chóng mặt, khó thở và co giật. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Viêm Xung Huyết Hang Vị Dạ Dày,"Tôi hiện đang có triệu chứng đau rát vùng thượng vị, ợ hơi, ợ chua, đầy hơi, khó tiêu, sụt cân, thiếu máu và chảy máu cam. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Viêm Xung Huyết Hang Vị Dạ Dày,"Tôi cảm thấy buồn nôn, nôn, đau bụng, sốt, vàng da, lơ mơ và hôn mê. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Viêm Xung Huyết Hang Vị Dạ Dày,"Tôi hay bị đau rát vùng thượng vị, ợ hơi, ợ chua, kèm theo đau nhức xương khớp và loét miệng. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Viêm Xung Huyết Hang Vị Dạ Dày,"Tôi đang bị đau bụng dữ dội, nôn ra máu, đi ngoài phân đen, chóng mặt, khó thở, co giật và hôn mê. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Viêm Đường Hô Hấp Dưới,"Tôi hiện đang có các triệu chứng như nghẹt mũi hoặc chảy nước mũi, sốt nhẹ, ho khan. Tôi có thể đang bị bệnh gì?",Respiratory,
Viêm Đường Hô Hấp Dưới,"Tôi đang cảm thấy đau họng, đau đầu, chóng mặt. Tôi có thể đang bị bệnh gì?",Respiratory,
Viêm Đường Hô Hấp Dưới,"Tôi hay bị ho dữ dội, ho có đờm, sốt cao, nhịp tim nhanh. Tôi có thể đang bị bệnh gì?",Respiratory,
Viêm Đường Hô Hấp Dưới,"Tôi hiện đang có các triệu chứng như thở khò khè hoặc khó thở, cảm thấy nặng hoặc đau ở ngực. Tôi có thể đang bị bệnh gì?",Respiratory,
Viêm Đường Hô Hấp Dưới,Tôi đang cảm thấy viêm đường hô hấp dưới do virus gây bệnh cúm hoặc virus hợp bào hô hấp (Respiratory Syncytial Virus – RSV). Tôi có thể đang bị bệnh gì?,Respiratory,
Viêm Đường Hô Hấp Dưới,Tôi hay bị viêm đường hô hấp dưới do vi khuẩn Streptococcus pneumoniae (phế cầu khuẩn) hoặc Staphylococcus aureus. Tôi có thể đang bị bệnh gì?,Respiratory,
Viêm Đường Hô Hấp Dưới,Tôi hiện đang có các triệu chứng như viêm đường hô hấp dưới do khói thuốc lá. Tôi có thể đang bị bệnh gì?,Respiratory,
